Name,coder,Merged,env_a,comma_a,emp_a,div_a,con_a,cg_a,hr_a,env_s,comm_s,emp_s,div_s,con_s,cg_s,hr_s,csr
Daniel Aldave,1,bsx_sl_2008-2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2
Daniel Aldave,1,bsx_sl_2008-3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2
Daniel Aldave,1,bsx_sl_2008-4,1,6,1,1,1,1,1,1,3,1,1,1,1,1,4
Daniel Aldave,1,bsx_sl_2008-5,1,1,1,6,1,1,1,1,1,1,5,1,1,1,5
Daniel Aldave,1,bsx_sl_2008-6,1,1,1,1,1,1,1,1,1,4,1,2,1,1,2
Daniel Aldave,1,bwa_sl_2013-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
Daniel Aldave,1,bwa_sl_2013-10,1,1,2,1,1,1,1,1,1,5,1,1,1,1,4
Daniel Aldave,1,bwa_sl_2013-11,1,1,1,1,3,1,1,1,1,1,1,5,1,1,3
Daniel Aldave,1,bwa_sl_2013-2,4,1,1,1,3,1,1,6,1,1,1,2,1,1,5
Daniel Aldave,1,bwa_sl_2013-3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3
Daniel Aldave,1,bwa_sl_2013-4,1,1,1,1,4,1,1,1,1,1,1,5,1,1,5
Daniel Aldave,1,bwa_sl_2013-5,1,1,5,1,1,1,2,2,1,5,1,1,1,1,5
Daniel Aldave,1,bwa_sl_2013-6,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,bwa_sl_2013-7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,bwa_sl_2013-8,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
Daniel Aldave,1,bwa_sl_2013-9,1,1,1,1,4,1,1,1,1,1,1,4,1,1,3
Daniel Aldave,1,bzh_sl_2010-1,6,1,1,1,1,1,1,4,1,1,1,1,1,1,6
Daniel Aldave,1,bzh_sl_2010-2,5,1,1,1,5,1,1,5,1,1,1,5,1,1,6
Daniel Aldave,1,bzh_sl_2010-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,bzh_sl_2010-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,bzh_sl_2010-5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2
Daniel Aldave,1,cag_sl_2012-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,cag_sl_2012-10,1,1,5,1,1,1,1,1,1,5,1,1,1,1,6
Daniel Aldave,1,cag_sl_2012-11,1,7,1,1,1,1,1,1,7,3,1,1,1,1,7
Daniel Aldave,1,cag_sl_2012-12,7,1,1,1,1,1,1,7,3,1,1,1,1,1,7
Daniel Aldave,1,cag_sl_2012-13,1,6,1,1,1,1,1,1,6,1,1,1,1,1,6
Daniel Aldave,1,cag_sl_2012-14,1,7,1,1,1,1,1,1,6,1,1,1,1,1,7
Daniel Aldave,1,cag_sl_2012-15,1,1,1,1,1,1,1,1,1,6,1,6,1,1,4
Daniel Aldave,1,cag_sl_2012-16,1,1,1,1,4,1,1,1,1,1,1,5,1,1,4
Daniel Aldave,1,cag_sl_2012-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,cag_sl_2012-3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5
Daniel Aldave,1,cag_sl_2012-4,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2
Daniel Aldave,1,cag_sl_2012-5,1,1,1,1,4,1,1,1,1,1,1,2,1,1,3
Daniel Aldave,1,cag_sl_2012-6,1,1,1,1,5,1,1,1,1,1,1,4,1,1,5
Daniel Aldave,1,cag_sl_2012-7,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3
Daniel Aldave,1,cag_sl_2012-8,1,1,1,1,4,1,1,1,1,1,1,3,1,1,3
Daniel Aldave,1,cag_sl_2012-9,1,1,3,1,1,1,1,1,1,7,1,1,1,1,5
Daniel Aldave,1,cat_sl_2005-1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2
Daniel Aldave,1,cat_sl_2005-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,cat_sl_2005-3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
Daniel Aldave,1,cat_sl_2005-4,1,1,1,1,1,1,1,1,1,4,1,1,3,1,3
Daniel Aldave,1,cat_sl_2005-5,1,1,1,1,2,1,1,1,1,5,1,1,1,1,3
Daniel Aldave,1,cat_sl_2005-6,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3
Daniel Aldave,1,cat_sl_2005-7,1,5,1,1,1,1,1,1,5,1,1,1,1,1,5
Daniel Aldave,1,cat_sl_2005-8,1,1,1,1,1,1,1,1,1,6,1,6,1,1,4
Daniel Aldave,1,cat_sl_2005-9,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
Daniel Aldave,1,cl_sl_2015-1,1,1,1,1,1,3,1,1,1,1,1,1,5,1,4
Daniel Aldave,1,cl_sl_2015-2,1,1,1,1,5,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,cl_sl_2015-3,1,4,1,1,1,1,1,1,2,1,1,1,1,1,3
Daniel Aldave,1,cl_sl_2015-4,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3
Daniel Aldave,1,cl_sl_2015-5,1,1,5,1,1,1,1,1,1,4,1,1,1,1,4
Daniel Aldave,1,cl_sl_2015-6,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
Daniel Aldave,1,cl_sl_2015-7,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2
Daniel Aldave,1,cl_sl_2015-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,cnc_sl_2012-1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3
Daniel Aldave,1,cnc_sl_2012-2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2
Daniel Aldave,1,cnc_sl_2012-3,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2
Daniel Aldave,1,cnc_sl_2012-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
Daniel Aldave,1,cnp_sl_2005-1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
Daniel Aldave,1,cnp_sl_2005-2,1,5,5,1,1,1,1,1,5,5,1,1,1,1,6
Daniel Aldave,1,cnp_sl_2005-3,1,1,1,1,1,1,1,1,2,2,1,2,4,1,3
Daniel Aldave,1,cnp_sl_2005-4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Daniel Aldave,1,ctsh_sl_2015-1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
Daniel Aldave,1,ctsh_sl_2015-2,1,1,1,1,4,1,1,1,1,1,1,5,1,1,6
Daniel Aldave,1,ctsh_sl_2015-3,1,1,1,1,4,1,1,1,1,1,1,5,1,1,5
Daniel Aldave,1,ctsh_sl_2015-4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2
Daniel Aldave,1,ctsh_sl_2015-5,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4
Daniel Aldave,1,ctsh_sl_2015-6,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3
Daniel Aldave,1,cvx_sl_2012-1,4,1,4,1,1,1,1,4,1,4,1,1,1,1,4
Daniel Aldave,1,cvx_sl_2012-2,1,2,1,1,1,1,1,1,5,1,1,1,1,1,4
Daniel Aldave,1,cvx_sl_2012-3,1,6,1,1,1,1,1,1,3,1,1,1,1,1,5
Daniel Aldave,1,cvx_sl_2012-4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,4
Daniel Aldave,1,dish_sl_2006-1,1,1,1,1,3,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,dish_sl_2006-2,1,1,1,1,6,1,1,1,1,1,1,5,1,1,5
Daniel Aldave,1,dov_sl_2008-1,1,1,4,1,1,1,1,1,1,5,1,1,1,1,5
Daniel Aldave,1,dov_sl_2008-2,1,1,3,1,1,4,1,1,1,5,1,3,5,1,5
Daniel Aldave,1,dov_sl_2008-3,1,1,1,1,1,5,1,1,1,1,1,1,6,1,5
Daniel Aldave,1,dri_2012-1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,4
Daniel Aldave,1,dri_2012-2,1,1,4,1,1,1,1,1,1,5,1,1,1,1,4
Daniel Aldave,1,dri_2012-3,1,1,7,1,1,1,1,1,1,5,2,1,1,1,5
Daniel Aldave,1,dri_2012-4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2
Daniel Aldave,1,dri_2012-5,1,1,2,5,5,1,1,1,1,4,4,4,1,1,5
Daniel Aldave,1,dri_2012-6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Daniel Aldave,1,dri_2012-7,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3
Daniel Aldave,1,el_sl_2007-3,1,1,6,1,1,1,1,1,1,5,1,1,1,1,6
Daniel Aldave,1,el_sl_2007-4,1,1,6,1,1,1,1,1,1,6,1,1,1,1,6
Daniel Aldave,1,el_sl_2007-5,1,6,1,1,1,1,1,1,5,1,1,1,1,1,6
Daniel Aldave,1,el_sl_2007-6,4,1,1,1,4,1,1,5,1,1,1,4,1,1,5
Daniel Aldave,1,el_sl_2007-7,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3
Daniel Aldave,1,el_sl_2007-8,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3
Daniel Aldave,1,esrx_sl_2006-1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,3
Daniel Aldave,1,esrx_sl_2006-2,1,1,1,1,2,1,1,1,1,1,1,4,1,1,3
Daniel Aldave,1,esrx_sl_2006-3,1,1,1,1,4,1,1,1,1,1,1,5,1,1,5
Daniel Aldave,1,esrx_sl_2006-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Daniel Aldave,1,esrx_sl_2006-5,1,1,1,1,3,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,esrx_sl_2009-1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2
Daniel Aldave,1,esrx_sl_2009-2,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2
Daniel Aldave,1,esrx_sl_2009-3,1,1,1,1,5,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,gps_sl_2010,1,1,4,1,1,1,1,1,1,5,1,1,1,1,5
Daniel Aldave,1,itw_sl_2009-1,1,1,5,1,1,1,1,1,1,3,1,1,1,1,5
Daniel Aldave,1,itw_sl_2009-2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
Daniel Aldave,1,itw_sl_2009-3,1,1,1,1,3,1,1,1,1,1,1,4,1,1,2
Daniel Aldave,1,jec_sl_2000-1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,jec_sl_2000-2,1,1,6,1,5,1,1,1,1,1,1,3,1,1,6
Daniel Aldave,1,jec_sl_2000-3,1,1,4,1,2,1,1,1,1,5,1,2,1,1,4
Daniel Aldave,1,jec_sl_2000-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,jec_sl_2000-5,1,1,1,1,1,1,1,1,1,4,1,4,1,1,5
Daniel Aldave,1,jnj_sl_2013-1,1,1,1,1,2,1,1,1,4,1,1,4,1,1,4
Daniel Aldave,1,jnj_sl_2013-10,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3
Daniel Aldave,1,jnj_sl_2013-11,1,6,1,1,1,1,1,1,6,1,1,1,1,1,7
Daniel Aldave,1,jnj_sl_2013-12,1,1,1,1,5,1,1,1,1,1,1,3,1,1,3
Daniel Aldave,1,jnj_sl_2013-13,1,1,1,1,3,1,1,1,1,1,1,6,1,1,4
Daniel Aldave,1,jnj_sl_2013-14,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3
Daniel Aldave,1,jnj_sl_2013-2,1,1,1,1,2,1,1,1,1,1,1,5,1,1,4
Daniel Aldave,1,jnj_sl_2013-3,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,jnj_sl_2013-4,1,1,1,1,5,1,1,1,1,1,1,3,1,1,4
Daniel Aldave,1,jnj_sl_2013-5,1,1,1,1,2,1,1,1,4,1,1,1,1,1,3
Daniel Aldave,1,jnj_sl_2013-6,1,1,1,1,4,1,1,1,1,1,1,3,1,1,4
Daniel Aldave,1,jnj_sl_2013-7,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2
Daniel Aldave,1,jnj_sl_2013-8,1,6,1,1,1,1,1,1,6,1,1,1,1,1,5
Daniel Aldave,1,jnj_sl_2013-9,1,7,1,1,1,1,1,1,5,1,1,1,1,1,6
Daniel Aldave,1,jpm_sl_2011-1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3
Daniel Aldave,1,jpm_sl_2011-10,1,1,6,1,1,1,1,1,1,4,1,1,1,1,5
Daniel Aldave,1,jpm_sl_2011-11,1,2,1,1,1,1,1,1,5,1,1,1,1,1,3
Daniel Aldave,1,jpm_sl_2011-12,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2
Daniel Aldave,1,jpm_sl_2011-13,1,1,5,1,1,1,1,1,1,2,1,1,1,1,3
Daniel Aldave,1,jpm_sl_2011-14,1,1,2,1,6,1,1,1,1,1,1,5,1,1,5
Daniel Aldave,1,jpm_sl_2011-15,1,1,3,1,3,1,1,1,1,2,1,2,1,1,2
Daniel Aldave,1,jpm_sl_2011-16,1,1,1,1,4,1,1,1,1,1,1,5,1,1,4
Daniel Aldave,1,jpm_sl_2011-17,1,1,1,1,1,5,1,1,1,1,1,1,5,1,5
Daniel Aldave,1,jpm_sl_2011-18,1,1,1,1,1,6,1,1,1,1,1,1,6,1,6
Daniel Aldave,1,jpm_sl_2011-19,1,1,1,1,3,1,1,1,1,1,1,4,3,1,3
Daniel Aldave,1,jpm_sl_2011-2,1,1,1,1,1,1,1,1,1,6,1,5,1,1,5
Daniel Aldave,1,jpm_sl_2011-20,1,1,3,1,1,4,1,1,1,2,1,1,6,1,5
Daniel Aldave,1,jpm_sl_2011-21,1,1,1,1,1,2,1,1,1,1,1,1,5,1,4
Daniel Aldave,1,jpm_sl_2011-22,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Daniel Aldave,1,jpm_sl_2011-23,1,1,1,1,1,1,1,1,3,6,1,3,1,1,4
Daniel Aldave,1,jpm_sl_2011-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,jpm_sl_2011-25,1,1,1,1,3,1,1,1,1,1,1,5,1,1,4
Daniel Aldave,1,jpm_sl_2011-26,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
Daniel Aldave,1,jpm_sl_2011-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,jpm_sl_2011-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,jpm_sl_2011-3,1,1,5,1,1,1,1,1,1,6,1,1,1,1,5
Daniel Aldave,1,jpm_sl_2011-4,1,1,1,1,1,1,1,1,1,6,1,2,1,1,4
Daniel Aldave,1,jpm_sl_2011-5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3
Daniel Aldave,1,jpm_sl_2011-6,1,5,1,1,1,1,1,1,5,1,1,1,1,1,5
Daniel Aldave,1,jpm_sl_2011-7,1,6,1,1,1,1,1,1,3,1,1,1,1,1,5
Daniel Aldave,1,jpm_sl_2011-8,1,3,1,1,1,3,1,1,3,1,1,1,3,1,4
Daniel Aldave,1,jpm_sl_2011-9,1,5,1,1,1,1,6,1,5,1,1,1,1,6,6
Daniel Aldave,1,lmt_sl_2011-1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2
Daniel Aldave,1,lmt_sl_2011-2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
Daniel Aldave,1,lmt_sl_2011-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,lmt_sl_2011-4,1,6,6,1,4,1,1,1,6,4,1,1,1,1,6
Daniel Aldave,1,lmt_sl_2011-5,6,1,1,1,1,1,1,5,1,1,1,1,1,1,6
Daniel Aldave,1,ma_sl_2015-1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,4
Daniel Aldave,1,ma_sl_2015-10,1,6,1,1,1,1,3,1,5,1,1,1,1,3,6
Daniel Aldave,1,ma_sl_2015-2,1,5,1,1,1,1,1,1,5,1,1,1,1,1,5
Daniel Aldave,1,ma_sl_2015-3,1,5,1,1,1,1,1,1,5,1,1,1,1,1,5
Daniel Aldave,1,ma_sl_2015-4,1,1,1,6,1,1,1,1,1,1,6,1,1,1,6
Daniel Aldave,1,ma_sl_2015-5,1,1,1,1,4,1,1,1,1,1,1,3,1,1,4
Daniel Aldave,1,ma_sl_2015-6,1,1,1,1,5,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,ma_sl_2015-8,1,1,1,1,5,1,1,1,1,5,1,5,1,1,5
Daniel Aldave,1,ma_sl_2015-9,1,6,1,1,1,1,1,1,5,2,1,1,1,1,5
Daniel Aldave,1,msi_sl_2008-1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,5
Daniel Aldave,1,msi_sl_2008-2,6,5,1,1,1,1,1,6,5,1,1,1,1,1,6
Daniel Aldave,1,msi_sl_2008-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,msi_sl_2008-4,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3
Daniel Aldave,1,pep_sl_2015-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,pep_sl_2015-10,1,1,1,1,5,1,1,1,1,1,1,5,1,1,5
Daniel Aldave,1,pep_sl_2015-11,1,1,2,1,1,1,1,1,1,5,1,1,1,1,4
Daniel Aldave,1,pep_sl_2015-2,1,1,1,1,5,1,1,1,1,1,1,4,1,1,5
Daniel Aldave,1,pep_sl_2015-3,4,1,1,1,1,1,1,6,3,1,1,1,1,1,4
Daniel Aldave,1,pep_sl_2015-4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2
Daniel Aldave,1,pep_sl_2015-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,pep_sl_2015-6,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3
Daniel Aldave,1,pep_sl_2015-7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,pep_sl_2015-8,1,1,1,1,5,1,1,1,1,1,1,3,1,1,4
Daniel Aldave,1,pep_sl_2015-9,1,1,1,1,3,1,1,1,1,1,1,3,1,1,2
Daniel Aldave,1,ptem_sl_2013-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,ptem_sl_2013-2,1,5,1,1,1,1,1,1,6,1,1,1,1,1,5
Daniel Aldave,1,ptem_sl_2013-3,1,6,1,1,1,1,1,1,6,1,1,1,1,1,6
Daniel Aldave,1,ptem_sl_2013-4,1,1,1,1,3,1,1,1,1,1,1,6,1,1,4
Daniel Aldave,1,r_sl_2011-1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,5
Daniel Aldave,1,r_sl_2011-2,4,1,1,1,5,1,1,3,1,1,1,5,1,1,4
Daniel Aldave,1,r_sl_2011-3,1,1,5,5,3,1,1,1,1,6,5,3,1,1,7
Daniel Aldave,1,r_sl_2011-4,1,1,6,3,1,1,1,1,1,6,3,1,1,1,7
Daniel Aldave,1,r_sl_2011-5,1,6,1,6,1,1,1,1,6,1,6,1,1,1,7
Daniel Aldave,1,rad_sl_2008-1,1,1,5,1,2,1,1,1,1,6,1,3,1,1,5
Daniel Aldave,1,rad_sl_2008-2,1,6,1,1,1,1,1,1,6,1,1,1,1,1,6
Daniel Aldave,1,rad_sl_2008-3,1,1,1,1,4,1,1,1,1,1,1,3,1,1,4
Daniel Aldave,1,rl_sl_2014-2,1,1,2,1,1,1,1,1,1,5,1,1,1,1,3
Daniel Aldave,1,rl_sl_2014-3,1,6,1,1,1,1,1,1,5,1,1,1,1,1,6
Daniel Aldave,1,rok_sl_2012-1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,5
Daniel Aldave,1,rs_sl_2014-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,rs_sl_2015-1,1,1,1,1,5,1,1,1,1,1,1,6,1,1,5
Daniel Aldave,1,rs_sl_2015-2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,4
Daniel Aldave,1,rs_sl_2015-3,1,1,3,1,3,1,1,1,1,5,1,5,1,1,5
Daniel Aldave,1,rs_sl_2015-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,rs_sl_2015-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,sl_sl_2007-1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3
Daniel Aldave,1,sl_sl_2007-2,1,1,2,1,1,1,1,1,1,4,1,1,1,1,3
Daniel Aldave,1,swk_sl_2007-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,swk_sl_2007-2,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3
Daniel Aldave,1,swy_sl_2010-1,1,1,1,1,6,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,swy_sl_2010-2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3
Daniel Aldave,1,swy_sl_2010-3,1,1,1,1,5,1,1,1,1,1,1,5,1,1,4
Daniel Aldave,1,swy_sl_2010-4,1,6,5,1,1,1,1,1,5,6,1,1,1,1,7
Daniel Aldave,1,symc_sl_2012-1,1,1,3,1,3,1,1,1,1,5,1,6,1,1,4
Daniel Aldave,1,symc_sl_2012-2,1,1,2,2,1,1,1,1,1,4,1,4,1,1,3
Daniel Aldave,1,symc_sl_2012-3,1,1,1,1,6,1,1,1,1,1,1,4,1,1,5
Daniel Aldave,1,symc_sl_2012-4,1,1,2,1,1,1,1,1,1,5,1,1,1,1,3
Daniel Aldave,1,tgna_sl_2000-1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2
Daniel Aldave,1,tgna_sl_2000-2,1,1,1,1,5,1,1,1,1,1,1,3,1,1,3
Daniel Aldave,1,tgna_sl_2000-3,1,1,2,1,6,1,1,1,1,1,1,2,1,1,3
Daniel Aldave,1,tgna_sl_2000-4,1,1,1,1,5,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,tgna_sl_2000-5,1,1,1,1,5,1,1,1,1,1,1,3,1,1,4
Daniel Aldave,1,tgna_sl_2000-6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,tgna_sl_2000-7,1,1,2,1,3,1,1,1,1,3,1,3,1,1,4
Daniel Aldave,1,tgna_sl_2000-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,wdc_sl_2000-1,1,1,3,1,6,1,1,1,1,3,1,5,1,1,5
Daniel Aldave,1,wdc_sl_2000-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,wdc_sl_2000-3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2
Daniel Aldave,1,whr_sl_2006-1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,4
Daniel Aldave,1,whr_sl_2006-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,whr_sl_2006-3,1,1,3,1,3,1,1,1,1,4,1,2,1,1,4
Daniel Aldave,1,whr_sl_2006-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Daniel Aldave,1,whr_sl_2006-5,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4
Daniel Aldave,1,whr_sl_2006-6,1,6,3,1,1,1,1,1,6,3,1,1,1,1,6
Daniel Aldave,1,whr_sl_2006-7,1,5,5,1,1,2,1,1,5,4,1,1,5,1,6
Daniel Aldave,1,whr_sl_2006-8,1,6,4,1,1,1,1,1,6,4,1,1,1,1,6
Daniel Aldave,1,whr_sl_2009-9,1,5,5,1,1,1,1,1,6,6,1,1,1,1,7
Daniel Aldave,1,xrx_sl_2014-1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,3
Daniel Aldave,1,xrx_sl_2014-2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2
Daniel Aldave,1,xrx_sl_2014-3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,a_sl_2010-1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,a_sl_2010-2,3,1,1,1,3,1,1,5,1,1,1,4,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,a_sl_2010-3,1,1,1,1,6,1,1,1,1,1,1,6,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,a_sl_2010-4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,a_sl_2010-5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,abbv_sl_2012-1,1,1,1,1,4,1,1,1,1,1,1,5,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,abbv_sl_2012-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cuervo Gonzalez Felipe Eduardo,2,adp_sl_2006-1,1,1,3,1,1,1,1,1,1,5,1,1,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,adp_sl_2006-2,1,1,1,1,3,3,1,1,1,1,1,4,4,1,3
Cuervo Gonzalez Felipe Eduardo,2,adp_sl_2008-1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,adp_sl_2008-2,1,1,1,1,1,6,1,1,1,1,1,1,6,1,6
Cuervo Gonzalez Felipe Eduardo,2,apc_sl_2006,1,1,2,1,1,1,1,1,1,5,1,1,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,apc_sl_2013-1,5,1,1,1,1,1,1,6,1,1,1,1,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,apc_sl_2013-2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,aph_sl_2000-1,1,1,1,1,2,1,1,1,1,3,1,2,2,1,3
Cuervo Gonzalez Felipe Eduardo,2,aph_sl_2000-2,1,1,1,1,5,1,1,1,1,1,1,5,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,bhi_sl_2011-1,3,1,3,1,3,1,1,3,1,4,1,4,1,1,4
Cuervo Gonzalez Felipe Eduardo,2,bhi_sl_2011-2,1,1,1,1,6,1,1,1,1,1,1,4,1,1,5
Cuervo Gonzalez Felipe Eduardo,2,bhi_sl_2011-3,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3
Cuervo Gonzalez Felipe Eduardo,2,bhi_sl_2011-4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,brk.b_sl_2009-1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,3
Cuervo Gonzalez Felipe Eduardo,2,brk.b_sl_2009-2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
Cuervo Gonzalez Felipe Eduardo,2,bsx_sl_2008-1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,bsx_sl_2008-2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,bsx_sl_2008-3,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2
Cuervo Gonzalez Felipe Eduardo,2,bsx_sl_2008-4,1,5,1,1,1,1,1,1,5,1,1,1,1,1,5
