File Name,Text
avp_sl_2016-2,"To drive sustainable growth, we must invest in the Avon Brand and improve the experience for our Representatives by evolving and modernizing our business as we compete in the ever evolving digital world. As part of the Transformation Plan, we outlined a $350 million investment over three years that includes an estimated $150 million in media and digital social selling and $200 million in service model evolution and Information Technology"
avp_sl_2016-2,"To drive sustainable growth, we must invest in the Avon Brand and improve the experience for our Representatives by evolving and modernizing our business as we compete in the ever evolving digital world. As part of the Transformation Plan, we outlined a $350 million investment over three years that includes an estimated $150 million in media and digital social selling and $200 million in service model evolution and Information Technology"
avp_sl_2016-3,"We continue to invest in innovation, bringing new products to market to address the beauty needs of more women across the world, and introducing more women to the Avon brand. Our focus has been on our top 40 brands, which represent about 80% of our business. These brands meet specific consumer needs and offer choices in the Value, Mass and Upper Mass demographic segments. During 2016, we also saw the launch of several successful new products, including Avon Ultra Matte lipstick, Big and Daring Mascara and new skincare products from the highly innovative ANEW brand, including ANEW Youth Maximizing Serum, ANEW Ultimate Supreme Advanced Performance Crème and Ultimate Supreme Dual Elixir. Our innovation pipeline and expertise is strong, and we will continue to see exciting new product launches which appeal to a broader spectrum of women through 2017"
avp_sl_2016-3,"We continue to invest in innovation, bringing new products to market to address the beauty needs of more women across the world, and introducing more women to the Avon brand. Our focus has been on our top 40 brands, which represent about 80% of our business. These brands meet specific consumer needs and offer choices in the Value, Mass and Upper Mass demographic segments. During 2016, we also saw the launch of several successful new products, including Avon Ultra Matte lipstick, Big and Daring Mascara and new skincare products from the highly innovative ANEW brand, including ANEW Youth Maximizing Serum, ANEW Ultimate Supreme Advanced Performance Crème and Ultimate Supreme Dual Elixir. Our innovation pipeline and expertise is strong, and we will continue to see exciting new product launches which appeal to a broader spectrum of women through 2017"
avp_sl_2016-4,"I’m optimistic that the steps we have taken in 2016 have laid the foundation for further progress in transforming our business. We have a strong set of building blocks for the future, with an iconic brand, leading market share positions in many countries, a strong innovation pipeline and an incredible Representative base of around six million women who are ambassadors for the Avon brand. We will continue to execute our Transformation Plan – investing in growth, driving out cost and improving financial resilience. And while we saw some significant successes last year in improving our profitability and financial resilience, there are still steps to be taken to deliver sustainable and consistent constant dollar revenue growth."
avp_sl_2016-4,"I’m optimistic that the steps we have taken in 2016 have laid the foundation for further progress in transforming our business. We have a strong set of building blocks for the future, with an iconic brand, leading market share positions in many countries, a strong innovation pipeline and an incredible Representative base of around six million women who are ambassadors for the Avon brand. We will continue to execute our Transformation Plan – investing in growth, driving out cost and improving financial resilience. And while we saw some significant successes last year in improving our profitability and financial resilience, there are still steps to be taken to deliver sustainable and consistent constant dollar revenue growth."
avy_sl_2009-1,"In our letter last year, we told you Avery Dennison was prepared to endure a protracted economic downturn and emerge from it a stronger business. The recession turned out to be worse than we anticipated, but the outcome for your Company was better than we expected. We completed 2009 well on the way to transforming Avery Dennison from a supplier of basic materials into a trusted partner who makes every brand more inspiring and the world more intelligent."
avy_sl_2009-1,"In our letter last year, we told you Avery Dennison was prepared to endure a protracted economic downturn and emerge from it a stronger business. The recession turned out to be worse than we anticipated, but the outcome for your Company was better than we expected. We completed 2009 well on the way to transforming Avery Dennison from a supplier of basic materials into a trusted partner who makes every brand more inspiring and the world more intelligent."
avy_sl_2009-2,"We have learned from several thousand meetings with “end customers,” companies that use our materials for the labels on their products, that we play a key role in making brands distinctive and attractive—in a word, inspiring. We help make products stand out on store shelves and move shoppers to choose them."
avy_sl_2009-2,"We have learned from several thousand meetings with “end customers,” companies that use our materials for the labels on their products, that we play a key role in making brands distinctive and attractive—in a word, inspiring. We help make products stand out on store shelves and move shoppers to choose them."
avy_sl_2009-3,"During 2009, we used Enterprise Lean Sigma (ELS) to reduce costs and improve service and quality in our supply chain. Thousands of employees worked in teams to implement our cost-out program, and we increased our mid-2010 target for annual savings from $160 million to $180 million. These teams also achieved record-low levels of operational working capital in our businesses and improved service in almost every business as well. In 2010, we’ll continue to use ELS principles to drive supply chain excellence, and we’ll expand the use of these powerful tools to improve the effi ciency and effectiveness of our human resources, information technology, and fi nance and accounting functions."
avy_sl_2009-3,"During 2009, we used Enterprise Lean Sigma (ELS) to reduce costs and improve service and quality in our supply chain. Thousands of employees worked in teams to implement our cost-out program, and we increased our mid-2010 target for annual savings from $160 million to $180 million. These teams also achieved record-low levels of operational working capital in our businesses and improved service in almost every business as well. In 2010, we’ll continue to use ELS principles to drive supply chain excellence, and we’ll expand the use of these powerful tools to improve the effi ciency and effectiveness of our human resources, information technology, and fi nance and accounting functions."
avy_sl_2009-4,"The year 2010 marks Avery Dennison’s 75th anniversary as a company. Throughout our history we have followed the lead of our founder, Stan Avery, who saw the selfadhesive die-cut label not only as a solution to the everyday business problem of marking prices, but also as a way to help people. Our new vision—to make every brand more inspiring and the world more intelligent —is fi rmly anchored in Stan Avery’s sense of purpose as well as his inventive spirit."
avy_sl_2009-4,"The year 2010 marks Avery Dennison’s 75th anniversary as a company. Throughout our history we have followed the lead of our founder, Stan Avery, who saw the selfadhesive die-cut label not only as a solution to the everyday business problem of marking prices, but also as a way to help people. Our new vision—to make every brand more inspiring and the world more intelligent —is fi rmly anchored in Stan Avery’s sense of purpose as well as his inventive spirit."
avy_sl_2009-5,"We would like to welcome Debra L. Reed, the chairperson, president and CEO of the regulated utilities of Sempra Energy, to the Avery Dennison board of directors. And we would like to thank Richard M. Ferry, who is retiring from the board as of the Company’s annual meeting on April 22, 2010. Richard has been a member of our board for 24 years. He has provided wise and incisive counsel in every one of those years, and we wish him all the best"
avy_sl_2009-5,"We would like to welcome Debra L. Reed, the chairperson, president and CEO of the regulated utilities of Sempra Energy, to the Avery Dennison board of directors. And we would like to thank Richard M. Ferry, who is retiring from the board as of the Company’s annual meeting on April 22, 2010. Richard has been a member of our board for 24 years. He has provided wise and incisive counsel in every one of those years, and we wish him all the best"
avy_sl_2009-6,"And finally, we thank every member of the Avery Dennison team. During one of the toughest years in Company history, they stayed positive and delivered excellent service, kept the franchise strong and, through their attention to customers, pointed the way to our future."
avy_sl_2009-6,"And finally, we thank every member of the Avery Dennison team. During one of the toughest years in Company history, they stayed positive and delivered excellent service, kept the franchise strong and, through their attention to customers, pointed the way to our future."
avy_sl_2015-1,"This year, we increased earnings per share by over 10 percent, increased sales on an organic basis by nearly 5 percent, and expanded our operating margin by more than a full percentage point. We paid $133 million in dividends and repurchased 3.9 million shares of our stock for $232 million. We achieved all of this despite currency translation headwinds."
avy_sl_2015-1,"This year, we increased earnings per share by over 10 percent, increased sales on an organic basis by nearly 5 percent, and expanded our operating margin by more than a full percentage point. We paid $133 million in dividends and repurchased 3.9 million shares of our stock for $232 million. We achieved all of this despite currency translation headwinds."
avy_sl_2015-2,"In addition to being a strong year, 2015 marked an important milestone: the final year of the four-year financial targets we announced in 2012. I am pleased to report that we met all of those goals this year. In 2014, we announced a new set of more ambitious targets for 2018, raising the bar for organic sales growth, operating margin, and return on capital. This year we made good progress toward those goals, and we are on track to meet them."
avy_sl_2015-2,"In addition to being a strong year, 2015 marked an important milestone: the final year of the four-year financial targets we announced in 2012. I am pleased to report that we met all of those goals this year. In 2014, we announced a new set of more ambitious targets for 2018, raising the bar for organic sales growth, operating margin, and return on capital. This year we made good progress toward those goals, and we are on track to meet them."
avy_sl_2015-3,"Our capital allocation strategy is simple: We deploy capital wherever we can generate the highest return for shareholders, whether through capital expenditures in our businesses, increasing cash dividends, repurchasing stock, or pursuing acquisitions."
avy_sl_2015-3,"Our capital allocation strategy is simple: We deploy capital wherever we can generate the highest return for shareholders, whether through capital expenditures in our businesses, increasing cash dividends, repurchasing stock, or pursuing acquisitions."
avy_sl_2015-4,"Going forward, we are committed to continuing our disciplined approach to returning excess cash to shareholders over the long term. Our solid free cash flow, combined with a strong balance sheet, gives us ample capacity to invest in our existing businesses while continuing to grow our dividend, repurchase shares, and pursue value-enhancing, bolt-on acquisitions."
avy_sl_2015-4,"Going forward, we are committed to continuing our disciplined approach to returning excess cash to shareholders over the long term. Our solid free cash flow, combined with a strong balance sheet, gives us ample capacity to invest in our existing businesses while continuing to grow our dividend, repurchase shares, and pursue value-enhancing, bolt-on acquisitions."
avy_sl_2015-5,"Momentum is most meaningful when it lasts. In 2015, we continued working to ensure the long-term viability of our company by aligning it with the social and environmental imperatives of the 21st century and creating solutions that enable our customers and suppliers to do the same. After meeting or exceeding all of our initial sustainability goals, we began working toward new, more ambitious goals for 2025, including targets for reducing absolute greenhouse gas emissions, increasing our use of responsibly produced paper, and improving the environmental impact of the films and chemicals we use. We joined World Wildlife Fund’s Climate Savers program and signed the American Businesses Act on Climate Change pledge, voicing support for a strong outcome at the 21st summit of the U.N.’s Conference of the Parties in Paris and demonstrating our commitment to climate action."
avy_sl_2015-5,"Momentum is most meaningful when it lasts. In 2015, we continued working to ensure the long-term viability of our company by aligning it with the social and environmental imperatives of the 21st century and creating solutions that enable our customers and suppliers to do the same. After meeting or exceeding all of our initial sustainability goals, we began working toward new, more ambitious goals for 2025, including targets for reducing absolute greenhouse gas emissions, increasing our use of responsibly produced paper, and improving the environmental impact of the films and chemicals we use. We joined World Wildlife Fund’s Climate Savers program and signed the American Businesses Act on Climate Change pledge, voicing support for a strong outcome at the 21st summit of the U.N.’s Conference of the Parties in Paris and demonstrating our commitment to climate action."
avy_sl_2015-6,"Since joining Avery Dennison in 2000, Mitch has worked in various businesses and regions across the company and in roles of increasing responsibility. He has been a close partner of mine and has been at the center of our most successful business strategies; most recently, he was the driver behind our focus on the high-value market segments of our portfolio, while making the investments necessary to be competitive across all product segments. Just as important, Mitch is a champion of the values, integrity and high ethical standards that defi ne Avery Dennison. I will hand off my CEO duties to Mitch with complete confi dence in his ability to guide Avery Dennison toward an increasingly prosperous future"
avy_sl_2015-6,"Since joining Avery Dennison in 2000, Mitch has worked in various businesses and regions across the company and in roles of increasing responsibility. He has been a close partner of mine and has been at the center of our most successful business strategies; most recently, he was the driver behind our focus on the high-value market segments of our portfolio, while making the investments necessary to be competitive across all product segments. Just as important, Mitch is a champion of the values, integrity and high ethical standards that defi ne Avery Dennison. I will hand off my CEO duties to Mitch with complete confi dence in his ability to guide Avery Dennison toward an increasingly prosperous future"
avy_sl_2015-7,"The credit for our momentum goes to our team members worldwide, whose loyalty and ingenuity continue to be the indispensable engines that push us forward. I thank all of them for their hard work and contributions. I also thank you, our shareholders, for joining us on our journey, and for your continued belief and investment in Avery Dennison."
avy_sl_2015-7,"The credit for our momentum goes to our team members worldwide, whose loyalty and ingenuity continue to be the indispensable engines that push us forward. I thank all of them for their hard work and contributions. I also thank you, our shareholders, for joining us on our journey, and for your continued belief and investment in Avery Dennison."
avy_sl_2015-8,"In our ongoing effort to maintain a workforce that mirrors the world we serve, we launched an initiative to increase the number of women who hold leadership positions in our company. Our commitment: 40 percent female representation at the manager level and above by the end of 2018. We are already seeing steady progress toward that target. I encourage you to read more about our sustainability efforts in our latest biennial sustainability report, at averydennison.com/sustainability."
avy_sl_2015-8,"In our ongoing effort to maintain a workforce that mirrors the world we serve, we launched an initiative to increase the number of women who hold leadership positions in our company. Our commitment: 40 percent female representation at the manager level and above by the end of 2018. We are already seeing steady progress toward that target. I encourage you to read more about our sustainability efforts in our latest biennial sustainability report, at averydennison.com/sustainability."
axp_sl_2002-1,"We entered the year with several important goals: to deliver solid earnings, improve the underlying economics of our business, lower our risk profile and increase investments in business-building activities. By most measures, we achieved what we set out to do – all against the backdrop of weak economies and financial markets. As a result, we ended the year with a business that is more flexible and adaptable, less reliant on robust market conditions to deliver strong results, and more aggressive in the marketplace"
axp_sl_2002-1,"We entered the year with several important goals: to deliver solid earnings, improve the underlying economics of our business, lower our risk profile and increase investments in business-building activities. By most measures, we achieved what we set out to do – all against the backdrop of weak economies and financial markets. As a result, we ended the year with a business that is more flexible and adaptable, less reliant on robust market conditions to deliver strong results, and more aggressive in the marketplace"
axp_sl_2002-10,"In the small business arena, where American Express is the leading card provider and one of the top lenders, we moved to strengthen our business model by relaunching our small business services organization."
axp_sl_2002-10,"In the small business arena, where American Express is the leading card provider and one of the top lenders, we moved to strengthen our business model by relaunching our small business services organization."
axp_sl_2002-11,"We also added several new merchants to the Everyday Savings program for small business cardmembers, including Cingular Wireless, Kinko’s, Nextel and Staples."
axp_sl_2002-11,"We also added several new merchants to the Everyday Savings program for small business cardmembers, including Cingular Wireless, Kinko’s, Nextel and Staples."
axp_sl_2002-12,"The wide array of innovative new products included Blue from American Express in Mexico, the American Express Tiger Woods Credit Card in Canada, and cobranded cards with such high-value partners as Costco in Puerto Rico, Alitalia in Italy, Shinsei Bank in Japan, and Société Générale in France. We also acquired a credit card portfolio from AMP Bank, one of Australia’s leading financial services companies."
axp_sl_2002-12,"The wide array of innovative new products included Blue from American Express in Mexico, the American Express Tiger Woods Credit Card in Canada, and cobranded cards with such high-value partners as Costco in Puerto Rico, Alitalia in Italy, Shinsei Bank in Japan, and Société Générale in France. We also acquired a credit card portfolio from AMP Bank, one of Australia’s leading financial services companies."
axp_sl_2002-13,"The business conditions that we – and virtually all companies – currently face are daunting. There is uncertainty about economic conditions and the equity markets; real and legitimate concern over national and world security; and an understandable reduction in the level of trust that the general public has in the business community. In times like these, it is important to have maximum flexibility to anticipate and react to challenges. At the same time, it is essential to have a clear sense of who you are and to adhere to your traditional values."
axp_sl_2002-13,"The business conditions that we – and virtually all companies – currently face are daunting. There is uncertainty about economic conditions and the equity markets; real and legitimate concern over national and world security; and an understandable reduction in the level of trust that the general public has in the business community. In times like these, it is important to have maximum flexibility to anticipate and react to challenges. At the same time, it is essential to have a clear sense of who you are and to adhere to your traditional values."
axp_sl_2002-14,"A corporate identity is also about what you stand for as an organization. Given our long history, what we stand for at American Express is well established. We are a premium provider, committed to demonstrating the qualities inherent in our brand — trust, integrity, service and quality. We aim for any product or service we offer, and any management action we take, to support our brand and reflect these qualities."
axp_sl_2002-14,"A corporate identity is also about what you stand for as an organization. Given our long history, what we stand for at American Express is well established. We are a premium provider, committed to demonstrating the qualities inherent in our brand — trust, integrity, service and quality. We aim for any product or service we offer, and any management action we take, to support our brand and reflect these qualities."
axp_sl_2002-15,"Our commitment to customers is paralleled by our commitment to our employees. At American Express, we work hard to create an environment in which all of our people feel that they are valued and can thrive. Staying true to this commitment, particularly in tough times, is essential."
axp_sl_2002-15,"Our commitment to customers is paralleled by our commitment to our employees. At American Express, we work hard to create an environment in which all of our people feel that they are valued and can thrive. Staying true to this commitment, particularly in tough times, is essential."
axp_sl_2002-16,"Some of the changes that we have made in the past two years in response to the harsh environment, such as our workforce reductions, have involved difficult choices. By the close of 2002, we had reduced our workforce by 13,400 positions, or 15 percent, from where we stood at the start of 2001. This change was painful for the organization but necessary to strengthen the company for the future. We made the tough calls that were required, but we did it in a thoughtful way that built upon and remained true to our traditional values as a company. As a result, rather than becoming demoralized or distracted, our employees remained motivated and focused — more resilient and confident in our ability to be successful."
axp_sl_2002-16,"Some of the changes that we have made in the past two years in response to the harsh environment, such as our workforce reductions, have involved difficult choices. By the close of 2002, we had reduced our workforce by 13,400 positions, or 15 percent, from where we stood at the start of 2001. This change was painful for the organization but necessary to strengthen the company for the future. We made the tough calls that were required, but we did it in a thoughtful way that built upon and remained true to our traditional values as a company. As a result, rather than becoming demoralized or distracted, our employees remained motivated and focused — more resilient and confident in our ability to be successful."
axp_sl_2002-17,"Due to our focus on maintaining and improving the quality of our workplace, we are receiving increased external recognition as a top employer. During 2002, we appeared on a record 16 media lists, including Working Mother’s 100 Best Companies for Working Mothers (where we made the top 10 for the first time) and Fortune’s 100 Best Companies to Work For in America (on which we moved up significantly to 36 from 91). We were also cited on numerous occasions for the successful return to our headquarters and our commitment to rebuilding the lower Manhattan community"
axp_sl_2002-17,"Due to our focus on maintaining and improving the quality of our workplace, we are receiving increased external recognition as a top employer. During 2002, we appeared on a record 16 media lists, including Working Mother’s 100 Best Companies for Working Mothers (where we made the top 10 for the first time) and Fortune’s 100 Best Companies to Work For in America (on which we moved up significantly to 36 from 91). We were also cited on numerous occasions for the successful return to our headquarters and our commitment to rebuilding the lower Manhattan community"
axp_sl_2002-18,"I would like to once again thank all the employees of American Express for their dedication and incredible efforts over the past year. Through all the distractions and challenges we faced, they stayed focused on providing exceptional service to our customers and moving the business forward. The results that we achieved and the progress we made in 2002 are a testament to their character and talent. Our people are the source of our strength and success, and I am proud to work with them."
axp_sl_2002-18,"I would like to once again thank all the employees of American Express for their dedication and incredible efforts over the past year. Through all the distractions and challenges we faced, they stayed focused on providing exceptional service to our customers and moving the business forward. The results that we achieved and the progress we made in 2002 are a testament to their character and talent. Our people are the source of our strength and success, and I am proud to work with them."
axp_sl_2002-19,"The importance of strong, independent boards of directors was highlighted by the corporate scandals of 2002. American Express continued to benefit from the governance, counsel and guidance of our directors. On behalf of our employees and shareholders, I would like to thank the Board for the diligence and insight they bring to exercising their duty to the company. In the past year, we welcomed a new addition to our Board: Robert D. Walter, Chairman and Chief Executive Officer of Cardinal Health, Inc"
axp_sl_2002-19,"The importance of strong, independent boards of directors was highlighted by the corporate scandals of 2002. American Express continued to benefit from the governance, counsel and guidance of our directors. On behalf of our employees and shareholders, I would like to thank the Board for the diligence and insight they bring to exercising their duty to the company. In the past year, we welcomed a new addition to our Board: Robert D. Walter, Chairman and Chief Executive Officer of Cardinal Health, Inc"
axp_sl_2002-2,"Many of the steps required by the new regulations were already in place at American Express. Therefore, we did not have to make significant changes to our corporate governance structure or practices. While rules are essential, I believe the true foundation of corporate credibility resides within the values of a company and its leaders. American Express has been guided through its 153-year history by a strong values system that emphasizes integrity and trust at all levels of the organization. We have strived to remain true to these values over the years. When we made mistakes along the way, we faced up to them and learned from them. We expect all of our people to act with the highest standards of integrity in everything they do, and we manage our business in a manner that helps to ensure that is the case."
axp_sl_2002-2,"Many of the steps required by the new regulations were already in place at American Express. Therefore, we did not have to make significant changes to our corporate governance structure or practices. While rules are essential, I believe the true foundation of corporate credibility resides within the values of a company and its leaders. American Express has been guided through its 153-year history by a strong values system that emphasizes integrity and trust at all levels of the organization. We have strived to remain true to these values over the years. When we made mistakes along the way, we faced up to them and learned from them. We expect all of our people to act with the highest standards of integrity in everything they do, and we manage our business in a manner that helps to ensure that is the case."
axp_sl_2002-20,"Overall, we adapted well to the challenging environment. Nevertheless, we started 2003 with the same cautious views that we held in 2002, and we expect continued uncertainty in the economy, consumer confidence and the financial markets. In addition, we face the prospect of war in Iraq and other geopolitical uncertainty, which could have a negative impact on the economy and our business."
axp_sl_2002-20,"Overall, we adapted well to the challenging environment. Nevertheless, we started 2003 with the same cautious views that we held in 2002, and we expect continued uncertainty in the economy, consumer confidence and the financial markets. In addition, we face the prospect of war in Iraq and other geopolitical uncertainty, which could have a negative impact on the economy and our business."
axp_sl_2002-3,"The results we delivered for 2002 contributed to shareholder returns that surpassed the major market indices and most of our peer companies. For the year, American Express’ total shareholder return was up 0.1 percent, compared with declines of 15 percent for the Dow Jones Industrial Average, 22 percent for the S&P 500 Index and 15 percent for the S&P Financial Index. Of course, it was difficult to find much to cheer about in the equity markets this past year, with continued volatility and lower values due to concerns about the economy, the global political situation and corporate ethics. While I am not satisfied by our stock performance on an absolute basis, I am pleased that we performed as well as we did relative to the market overall and to our peers."
axp_sl_2002-3,"The results we delivered for 2002 contributed to shareholder returns that surpassed the major market indices and most of our peer companies. For the year, American Express’ total shareholder return was up 0.1 percent, compared with declines of 15 percent for the Dow Jones Industrial Average, 22 percent for the S&P 500 Index and 15 percent for the S&P Financial Index. Of course, it was difficult to find much to cheer about in the equity markets this past year, with continued volatility and lower values due to concerns about the economy, the global political situation and corporate ethics. While I am not satisfied by our stock performance on an absolute basis, I am pleased that we performed as well as we did relative to the market overall and to our peers."
axp_sl_2002-4,"Before moving on to a review of business unit results, I would like to address some important changes we made regarding our use of stock options. Following extensive review of our compensation strategy, we decided to reduce the number of option shares granted in 2003. As a result of the actions we have taken, the annual stock grants issued in January 2003 represented 1.1 percent of total shares outstanding, which is down significantly from 2.9 percent a year ago. In addition, we made the decision to expense options beginning with 2003 awards. We were able to make these and other changes while maintaining a total compensation program that will enable us to attract and retain highly talented employees, and to reward superior performance."
axp_sl_2002-4,"Before moving on to a review of business unit results, I would like to address some important changes we made regarding our use of stock options. Following extensive review of our compensation strategy, we decided to reduce the number of option shares granted in 2003. As a result of the actions we have taken, the annual stock grants issued in January 2003 represented 1.1 percent of total shares outstanding, which is down significantly from 2.9 percent a year ago. In addition, we made the decision to expense options beginning with 2003 awards. We were able to make these and other changes while maintaining a total compensation program that will enable us to attract and retain highly talented employees, and to reward superior performance."
axp_sl_2002-5,"TRS’ revenues rose 2 percent, reflecting higher spending and borrowing on American Express cards. Our rate of top-line growth at TRS was disappointing due to persistent weakness in the economy, particularly in travel and corporate spending. However, we are encouraged by the momentum we generated in a tough environment."
axp_sl_2002-5,"TRS’ revenues rose 2 percent, reflecting higher spending and borrowing on American Express cards. Our rate of top-line growth at TRS was disappointing due to persistent weakness in the economy, particularly in travel and corporate spending. However, we are encouraged by the momentum we generated in a tough environment."
axp_sl_2002-6,"Online servicing can dramatically reduce unit costs. We realized substantial benefits in 2002, while improving the flexibility of our overall business models and delivering service in a manner that many of our customers prefer. As part of our shift to online servicing, we also continued to move more internal processes, such as the procurement of goods and services, to the company’s intranet."
axp_sl_2002-6,"Online servicing can dramatically reduce unit costs. We realized substantial benefits in 2002, while improving the flexibility of our overall business models and delivering service in a manner that many of our customers prefer. As part of our shift to online servicing, we also continued to move more internal processes, such as the procurement of goods and services, to the company’s intranet."
axp_sl_2002-7,"The changes we have made to our business models not only allowed us to increase our level of investment spending in 2002, they also represented a change in how our investments are funded. During the mid to late 1990s, we had the benefit of a number of items that positively impacted our earnings — including preferred stock dividends based on earnings from Lehman Brothers, which the company spun off in 1994; sales of shares of First Data Corporation; and gains from our Internet portfolio, among other items."
axp_sl_2002-7,"The changes we have made to our business models not only allowed us to increase our level of investment spending in 2002, they also represented a change in how our investments are funded. During the mid to late 1990s, we had the benefit of a number of items that positively impacted our earnings — including preferred stock dividends based on earnings from Lehman Brothers, which the company spun off in 1994; sales of shares of First Data Corporation; and gains from our Internet portfolio, among other items."
axp_sl_2002-8,"As we said at the time, we took advantage of these gains to fund incremental spending in parts of the business with high growth potential. In contrast, funding for virtually all of our business-building initiatives in 2002 came from ongoing operations. This change increases the likelihood that this higher level of spending will be sustainable."
axp_sl_2002-8,"As we said at the time, we took advantage of these gains to fund incremental spending in parts of the business with high growth potential. In contrast, funding for virtually all of our business-building initiatives in 2002 came from ongoing operations. This change increases the likelihood that this higher level of spending will be sustainable."
axp_sl_2002-9,"Given the uncertain economic environment, we have maintained a conservative approach in establishing reserves. Our balance sheet positions for card receivables and merchant bankruptcies are appropriately stronger than they were a year ago. Our charge card portfolio continues to perform well, with our worldwide loss rate ending the year at an historic low. In our lending portfolio, we continue to see good credit performance overall in both the U.S. and international markets"
axp_sl_2002-9,"Given the uncertain economic environment, we have maintained a conservative approach in establishing reserves. Our balance sheet positions for card receivables and merchant bankruptcies are appropriately stronger than they were a year ago. Our charge card portfolio continues to perform well, with our worldwide loss rate ending the year at an historic low. In our lending portfolio, we continue to see good credit performance overall in both the U.S. and international markets"
azo_sl_2007-1,"In last year’s letter, I mentioned that we would continue “Living the Pledge!” in 2007. Our Pledge represents the things we do in every store, every day. We understand that knowledgeable AutoZoners, taking care of their customers and their stores, who have the best merchandise, will naturally lead to our key point of focus—always putting customers first!"
azo_sl_2007-1,"In last year’s letter, I mentioned that we would continue “Living the Pledge!” in 2007. Our Pledge represents the things we do in every store, every day. We understand that knowledgeable AutoZoners, taking care of their customers and their stores, who have the best merchandise, will naturally lead to our key point of focus—always putting customers first!"
azo_sl_2007-2,"Most importantly, we are committed to being diligent stewards of your capital. We enjoy the highest Return on Invested Capital, 22.7%, of any direct competitor in our industry, and we remain committed to this metric as measurement of our efficiency regarding investment decisions. As we begin this year, we certainly are aware of the many challenges facing our customers. We understand the pressures, for example, that high gas prices can have on our customers’ abilities to afford to maintain and enhance their vehicles. However, we also continue to believe AutoZone provides an opportunity for Retail and Commercial customers to find quality products at the right prices to satisfy their needs."
azo_sl_2007-2,"Most importantly, we are committed to being diligent stewards of your capital. We enjoy the highest Return on Invested Capital, 22.7%, of any direct competitor in our industry, and we remain committed to this metric as measurement of our efficiency regarding investment decisions. As we begin this year, we certainly are aware of the many challenges facing our customers. We understand the pressures, for example, that high gas prices can have on our customers’ abilities to afford to maintain and enhance their vehicles. However, we also continue to believe AutoZone provides an opportunity for Retail and Commercial customers to find quality products at the right prices to satisfy their needs."
azo_sl_2007-3,"In summary, AutoZone continues to have an incredible business model built on a strong foundation of disciplined processes focused on delivering great customer service. We are confident we will continue to be successful. We look forward to updating you on our continued success well into the future."
azo_sl_2007-3,"In summary, AutoZone continues to have an incredible business model built on a strong foundation of disciplined processes focused on delivering great customer service. We are confident we will continue to be successful. We look forward to updating you on our continued success well into the future."
azo_sl_2007-4,"In closing, I would personally like to thank our entire team of AutoZoners, all 55,000 of them, for their commitment to our customers and our great company."
azo_sl_2007-4,"In closing, I would personally like to thank our entire team of AutoZoners, all 55,000 of them, for their commitment to our customers and our great company."
ba_sl_2007-1,"I attribute this success to the people of Boeing who continuously improved their teams’ execution, productivity and quality of work, doing so with the utmost integrity. Without incremental improvements generated by thousands upon thousands of Boeing employees last year, we would not have met what was—to be sure—a very challenging business plan. I am exceedingly proud of this team for displaying the courage, commitment, integrity and accountability that it takes to learn, share, grow and improve."
ba_sl_2007-1,"I attribute this success to the people of Boeing who continuously improved their teams’ execution, productivity and quality of work, doing so with the utmost integrity. Without incremental improvements generated by thousands upon thousands of Boeing employees last year, we would not have met what was—to be sure—a very challenging business plan. I am exceedingly proud of this team for displaying the courage, commitment, integrity and accountability that it takes to learn, share, grow and improve."
ba_sl_2007-2,"We strive to build and sustain long-term relationships and embed Boeing as a respected member of communities and cultures all around the world. We recognize that great ideas also originate from places outside Boeing. So, more than looking solely to sell our products and services globally, one of our abiding goals is to both cultivate and access the best thinking and technology— wherever it may be found."
ba_sl_2007-2,"We strive to build and sustain long-term relationships and embed Boeing as a respected member of communities and cultures all around the world. We recognize that great ideas also originate from places outside Boeing. So, more than looking solely to sell our products and services globally, one of our abiding goals is to both cultivate and access the best thinking and technology— wherever it may be found."
ba_sl_2007-3,"In India, people from our two core businesses share offices and work closely together in support of a common strategy. In following an integrated approach to doing business in this market, we are bringing “the best of Boeing” to India and “the best of India” to Boeing and our customers"
ba_sl_2007-3,"In India, people from our two core businesses share offices and work closely together in support of a common strategy. In following an integrated approach to doing business in this market, we are bringing “the best of Boeing” to India and “the best of India” to Boeing and our customers"
ba_sl_2007-4,"The growing pains we have experienced on the 787 are not uncommon with game-changing innovation. And that’s what the 787 is all about. From the economic efficiency it will deliver for our customers, to the comfort and convenience it will provide passengers, and the reduced footprint it will leave on the environment, this is the right airplane at the right time. We believe strongly in the business model, and we are more confident than ever before in the technology behind the innovation."
ba_sl_2007-4,"The growing pains we have experienced on the 787 are not uncommon with game-changing innovation. And that’s what the 787 is all about. From the economic efficiency it will deliver for our customers, to the comfort and convenience it will provide passengers, and the reduced footprint it will leave on the environment, this is the right airplane at the right time. We believe strongly in the business model, and we are more confident than ever before in the technology behind the innovation."
ba_sl_2007-5,"We have a great diversity of people and creative talent inside Boeing, and that is reflected in a long-standing, well-deserved reputation for doing amazing things and making a real difference in the world. Our people work on programs that are as challenging and different as the 787 Dreamliner, which involves technologies that will influence the course of commercial aviation for decades to come, and the Ground-based Midcourse Defense program, in which we have repeatedly demonstrated the ability to “hit a bullet with a bullet” in space with this important missile-defense project."
